event_id,year,section,event_type,prefecture_names,prefecture_entity_ids,county_names,old_county_units,new_county_units,change_description,county_unit_types,scope,description,source_title,source_url,revision_id,review_status,source_id,source_type,source_locator,source_confidence
RMRB-COUNTY-1983-10-28-001,1983,河北省 / 1983-01—1983-09,jurisdiction_transfer,唐山市,CNUR-000004,滦县、乐亭十县,滦县、乐亭十县,唐山市,撤销唐山地区。将丰润、丰南、滦县、滦南、玉田、遵化、迁西、迁安、唐海、乐亭十县划归唐山市管辖,县,county_level,河北省：撤销唐山地区。将丰润、丰南、滦县、滦南、玉田、遵化、迁西、迁安、唐海、乐亭十县划归唐山市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-002,1983,河北省 / 1983-01—1983-09,jurisdiction_transfer,承德地区、秦皇岛市,CNUR-000005、CNUR-000355,卢龙三县、青龙县,卢龙三县、青龙县,秦皇岛市,秦皇岛市改由省直接领导，将唐山地区的抚宁、昌黎、卢龙三县和承德地区的青龙县划归秦皇岛市管辖,县,county_level,河北省：秦皇岛市改由省直接领导，将唐山地区的抚宁、昌黎、卢龙三县和承德地区的青龙县划归秦皇岛市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-003,1983,河北省 / 1983-01—1983-09,merge,廊坊市,CNUR-000012,安次县,安次县,,撤销安次县，将安次县的行政区域并入廊坊市,县,county_level,河北省：撤销安次县，将安次县的行政区域并入廊坊市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-004,1983,河北省 / 1983-01—1983-09,merge,衡水市,CNUR-000013,衡水县,衡水县,,撤销衡水县，将衡水县的行政区域并入衡水市,县,county_level,河北省：撤销衡水县，将衡水县的行政区域并入衡水市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-005,1983,河北省 / 1983-01—1983-09,merge,,,交河县,交河县,,撤销交河县，将交河县的行政区域并入泊头市,县,county_level,河北省：撤销交河县，将交河县的行政区域并入泊头市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-006,1983,山西省 / 1983-01—1983-09,jurisdiction_transfer,长治市,CNUR-000017,潞城二县,潞城二县,长治市,将晋东南地区的长治、潞城二县划归长治市管辖,县,county_level,山西省：将晋东南地区的长治、潞城二县划归长治市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-007,1983,山西省 / 1983-01—1983-09,jurisdiction_transfer,晋中地区、阳泉市,CNUR-000016、CNUR-000020,盂县、二县,盂县、二县,阳泉市,将晋中地区的平定、盂县二县划归阳泉市管辖,县,county_level,山西省：将晋中地区的平定、盂县二县划归阳泉市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-008,1983,山西省 / 1983-01—1983-09,merge,,,榆次县,榆次县,,撤销榆次县，将榆次县的行政区域并入榆次市,县,county_level,山西省：撤销榆次县，将榆次县的行政区域并入榆次市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-009,1983,山西省 / 1983-01—1983-09,merge,临汾市,CNUR-000023,临汾县,临汾县,,撤销临汾县，将临汾县的行政区域并入临汾市,县,county_level,山西省：撤销临汾县，将临汾县的行政区域并入临汾市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-010,1983,山西省 / 1983-01—1983-09,split,运城市,CNUR-000021,运城县,运城县,运城市,撤销运城县，设立运城市，为省辖（县级）市,县,county_level,山西省：撤销运城县，设立运城市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-011,1983,山西省 / 1983-01—1983-09,split,晋城市,CNUR-000018,晋城县,晋城县,晋城市,撤销晋城县，设立晋城市，为省辖（县级）市,县,county_level,山西省：撤销晋城县，设立晋城市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-012,1983,山西省 / 1983-01—1983-09,split,忻州市,CNUR-000022,忻县,忻县,忻州市,撤销忻县，设立忻州市，为省辖（县级）市,县,county_level,山西省：撤销忻县，设立忻州市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-013,1983,山西省 / 1983-01—1983-09,rename,忻州地区,CNUR-000022,忻县,忻县,,忻县地区更名为忻州地区,县,county_level,山西省：忻县地区更名为忻州地区,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-014,1983,吉林省 / 1983-01—1983-09,jurisdiction_transfer,四平市、辽源市,CNUR-000053、CNUR-000054,伊通四县、东丰县,伊通四县,四平市,撤销四平地区。四平市、辽源市改由省直接领导。将怀德、梨树、双辽、伊通四县划归四平市管辖；将东丰县划归辽源市管辖,县,county_level,吉林省：撤销四平地区。四平市、辽源市改由省直接领导。将怀德、梨树、双辽、伊通四县划归四平市管辖；将东丰县划归辽源市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-015,1983,吉林省 / 1983-01—1983-09,jurisdiction_transfer,长春市,CNUR-000051,双阳五县,双阳五县,长春市,撤销德惠地区。将农安、德惠、榆树、九台、双阳五县划归长春市管辖,县,county_level,吉林省：撤销德惠地区。将农安、德惠、榆树、九台、双阳五县划归长春市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-016,1983,吉林省 / 1983-01—1983-09,jurisdiction_transfer,吉林市,CNUR-000052,磐石五县,磐石五县,吉林市,撤销永吉地区。将永吉、舒兰、蛟河、桦甸、磐石五县划归吉林市管辖,县,county_level,吉林省：撤销永吉地区。将永吉、舒兰、蛟河、桦甸、磐石五县划归吉林市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-017,1983,吉林省 / 1983-01—1983-09,rename,,,延吉县、更名为龙井县,延吉县,龙井县,将延吉县更名为龙井县,县,county_level,吉林省：将延吉县更名为龙井县,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-018,1983,黑龙江省 / 1983-01—1983-09,jurisdiction_transfer,牡丹江市、鸡西市,CNUR-000062、CNUR-000069,密山七县、绥芬河市、鸡东县,密山七县,牡丹江市,撤销牡丹江地区。将海林、林口、宁安、穆棱、东宁、虎林、密山七县划归牡丹江市管辖，绥芬河市仍为省辖（县级）市。将鸡东县划归鸡西市管辖,县、市,county_level,黑龙江省：撤销牡丹江地区。将海林、林口、宁安、穆棱、东宁、虎林、密山七县划归牡丹江市管辖，绥芬河市仍为省辖（县级）市。将鸡东县划归鸡西市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-019,1983,黑龙江省 / 1983-01—1983-09,jurisdiction_transfer,松花江地区、哈尔滨市,CNUR-000060、CNUR-000360,阿城两县,阿城两县,哈尔滨市,将松花江地区的呼兰、阿城两县划归哈尔滨市管辖,县,county_level,黑龙江省：将松花江地区的呼兰、阿城两县划归哈尔滨市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-020,1983,黑龙江省 / 1983-01—1983-09,merge,黑河市,CNUR-000070,爱辉县,爱辉县,,撤销爱辉县，将爱辉县的行政区域并入黑河市,县,county_level,黑龙江省：撤销爱辉县，将爱辉县的行政区域并入黑河市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-021,1983,黑龙江省 / 1983-01—1983-09,merge,,,通北县,通北县,,撤销通北县，将通北县的行政区域并入北安市,县,county_level,黑龙江省：撤销通北县，将通北县的行政区域并入北安市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-022,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,无锡市、苏州市,CNUR-000075、CNUR-000078,吴县、沙洲五县、常熟县、常熟市、无锡二县,常熟县,常熟市,撤销苏州地区。将吴县、吴江、昆山、太仓、沙洲五县划归苏州市管辖，撤销常熟县，设立常熟市，为省辖（县级）市。将江阴、无锡二县划归无锡市管辖,县、市,county_level,江苏省：撤销苏州地区。将吴县、吴江、昆山、太仓、沙洲五县划归苏州市管辖，撤销常熟县，设立常熟市，为省辖（县级）市。将江阴、无锡二县划归无锡市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-023,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,南京市、常州市、无锡市、镇江市,CNUR-000074、CNUR-000075、CNUR-000077、CNUR-000084,句容四县、溧水二县、宜兴县、溧阳三县,句容四县,镇江市,撤销镇江地区。镇江市改由省直接领导。将丹徒、丹阳、扬中、句容四县划归镇江市管辖。将高淳、溧水二县划归南京市管辖；将宜兴县划归无锡市管辖；将武进、金坛、溧阳三县划归常州市管辖,县,county_level,江苏省：撤销镇江地区。镇江市改由省直接领导。将丹徒、丹阳、扬中、句容四县划归镇江市管辖。将高淳、溧水二县划归南京市管辖；将宜兴县划归无锡市管辖；将武进、金坛、溧阳三县划归常州市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-024,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,南通市,CNUR-000079,海安六县,海安六县,南通市,撤销南通地区。将南通、海门、启东、如东、如皋、海安六县划归南通市管辖,县,county_level,江苏省：撤销南通地区。将南通、海门、启东、如东、如皋、海安六县划归南通市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-025,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,连云港市、徐州市,CNUR-000076、CNUR-000080,丰县、沛县、邳县、新沂六县、赣榆二县,丰县、沛县、邳县、新沂六县,徐州市,撤销徐州地区。将铜山、丰县、沛县、邳县、睢宁、新沂六县划归徐州市管辖；将东海、赣榆二县划归连云港市管辖,县,county_level,江苏省：撤销徐州地区。将铜山、丰县、沛县、邳县、睢宁、新沂六县划归徐州市管辖；将东海、赣榆二县划归连云港市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-026,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,扬州市、泰州市,CNUR-000083、CNUR-000085,泰县、仪征九县,泰县、仪征九县,扬州市,撤销扬州地区。扬州市改由省直接领导。将江都、邗江、泰县、高邮、靖江、宝应、泰兴、兴化、仪征九县划归扬州市管辖，泰州市仍为省辖（县级）市,县,county_level,江苏省：撤销扬州地区。扬州市改由省直接领导。将江都、邗江、泰县、高邮、靖江、宝应、泰兴、兴化、仪征九县划归扬州市管辖，泰州市仍为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-027,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,盐城市,CNUR-000082,盐城县、响水七县,盐城县,盐城市,撤销盐城地区。撤销盐城县，设立盐城市，由省直接领导。将建湖、射阳、阜宁、大丰、滨海、东台、响水七县划归盐城市管辖,县,county_level,江苏省：撤销盐城地区。撤销盐城县，设立盐城市，由省直接领导。将建湖、射阳、阜宁、大丰、滨海、东台、响水七县划归盐城市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-028,1983,江苏省 / 1983-01—1983-09,jurisdiction_transfer,连云港市、淮阴市,CNUR-000080、CNUR-000081,清江市、更名为淮阴市、金湖十一县、灌云县,金湖十一县,淮阴市,撤销淮阴地区。清江市更名为淮阴市，淮阴市改由省直接领导。将淮阴、沭阳、洪泽、灌南、泗洪、涟水、宿迁、淮安、泗阳、盱眙、金湖十一县划归淮阴市管辖；将灌云县划归连云港市管辖,县、市,county_level,江苏省：撤销淮阴地区。清江市更名为淮阴市，淮阴市改由省直接领导。将淮阴、沭阳、洪泽、灌南、泗洪、涟水、宿迁、淮安、泗阳、盱眙、金湖十一县划归淮阴市管辖；将灌云县划归连云港市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-029,1983,浙江省 / 1983-01—1983-09,jurisdiction_transfer,宁波市,CNUR-000088,鄞县、象山六县,鄞县、象山六县,宁波市,撤销宁波地区。将鄞县、慈溪、余姚、奉化、宁海、象山六县划归宁波市管辖,县,county_level,浙江省：撤销宁波地区。将鄞县、慈溪、余姚、奉化、宁海、象山六县划归宁波市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-030,1983,浙江省 / 1983-01—1983-09,jurisdiction_transfer,嘉兴市、湖州市,CNUR-000090、CNUR-000091,桐乡五县、安吉三县,桐乡五县,嘉兴市,撤销嘉兴地区。嘉兴市、湖州市改由省直接领导。将嘉善、平湖、海宁、海盐、桐乡五县划归嘉兴市管辖；将德清、长兴、安吉三县划归湖州市管辖,县,county_level,浙江省：撤销嘉兴地区。嘉兴市、湖州市改由省直接领导。将嘉善、平湖、海宁、海盐、桐乡五县划归嘉兴市管辖；将德清、长兴、安吉三县划归湖州市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-031,1983,浙江省 / 1983-01—1983-09,jurisdiction_transfer,绍兴市,CNUR-000092,绍兴县、域为绍兴县、嵊县、绍兴五县,嵊县、绍兴五县,绍兴市,撤销绍兴地区。恢复绍兴县，以绍兴市的部分行政区域为绍兴县的行政区域。将上虞、诸暨、嵊县、新昌、绍兴五县划归绍兴市管辖,县,county_level,浙江省：撤销绍兴地区。恢复绍兴县，以绍兴市的部分行政区域为绍兴县的行政区域。将上虞、诸暨、嵊县、新昌、绍兴五县划归绍兴市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-032,1983,浙江省 / 1983-01—1983-09,county_change,,,磐安县、东阳县、域为磐安县,,,恢复磐安县，以东阳县的部分行政区域为磐安县的行政区域,县,county_level,浙江省：恢复磐安县，以东阳县的部分行政区域为磐安县的行政区域,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-033,1983,浙江省 / 1983-01—1983-09,county_change,衢州市、金华市,CNUR-000093、CNUR-000094,龙游县、域为龙游县,,,恢复龙游县，以衢州市、金华市的部分行政区域为龙游县的行政区域,县,county_level,浙江省：恢复龙游县，以衢州市、金华市的部分行政区域为龙游县的行政区域,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-034,1983,福建省 / 1983-01—1983-09,jurisdiction_transfer,三明市,CNUR-000118,沙县、大田十县,沙县、大田十县,三明市,撤销三明地区。三明市改由省直接领导，将永安、宁化、清流、明溪、建宁、泰宁、将乐、沙县、尤溪、大田十县划归三明市管辖,县,county_level,福建省：撤销三明地区。三明市改由省直接领导，将永安、宁化、清流、明溪、建宁、泰宁、将乐、沙县、尤溪、大田十县划归三明市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-035,1983,福建省 / 1983-01—1983-09,jurisdiction_transfer,宁德地区、福州市,CNUR-000115、CNUR-000123,平潭五县、罗源二县,平潭五县、罗源二县,福州市,撤销莆田地区。将闽清、永泰、福清、长乐、平潭五县和宁德地区的连江、罗源二县划归福州市管辖,县,county_level,福建省：撤销莆田地区。将闽清、永泰、福清、长乐、平潭五县和宁德地区的连江、罗源二县划归福州市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-036,1983,福建省 / 1983-01—1983-09,jurisdiction_transfer,莆田市,CNUR-000117,莆田县、域为莆田市、仙游两县,仙游两县,莆田市,设立莆田市，以莆田县的部分行政区域为莆田市的行政区域，莆田市由省直接领导。将原莆田地区的莆田、仙游两县划归莆田市管辖,县、市,county_level,福建省：设立莆田市，以莆田县的部分行政区域为莆田市的行政区域，莆田市由省直接领导。将原莆田地区的莆田、仙游两县划归莆田市管辖,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-037,1983,福建省 / 1983-01—1983-09,split,,,邵武县、邵武市,邵武县,邵武市,撤销邵武县，设立邵武市，为省辖（县级）市,县、市,county_level,福建省：撤销邵武县，设立邵武市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-038,1983,山东省 / 1983-01—1983-09,merge,济宁市,CNUR-000142,邹县、微山七县、济宁县、泗水二县,邹县、微山七县,济宁市,撤销济宁地区。济宁市改由省直接领导。将兖州、曲阜、邹县、嘉祥、金乡、鱼台、微山七县划归济宁市管辖。撤销济宁县，将济宁县的行政区域并入济宁市；将汶上、泗水二县划归泰安地区,县,county_level,山东省：撤销济宁地区。济宁市改由省直接领导。将兖州、曲阜、邹县、嘉祥、金乡、鱼台、微山七县划归济宁市管辖。撤销济宁县，将济宁县的行政区域并入济宁市；将汶上、泗水二县划归泰安地区,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-039,1983,山东省 / 1983-01—1983-09,merge,潍坊市,CNUR-000141,寿光九县、潍县,寿光九县,潍坊市,撤销潍坊地区，潍坊市改由省直接领导。将昌邑、昌乐、安丘、高密、诸城、五莲、临朐、益都、寿光九县划归潍坊市管辖。撤销潍县，将潍县的行政区域并入潍坊市,县,county_level,山东省：撤销潍坊地区，潍坊市改由省直接领导。将昌邑、昌乐、安丘、高密、诸城、五莲、临朐、益都、寿光九县划归潍坊市管辖。撤销潍县，将潍县的行政区域并入潍坊市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-040,1983,山东省 / 1983-01—1983-09,merge,威海市、烟台市,CNUR-000140、CNUR-000144,掖县、黄县、长岛十二县、福山县,掖县、黄县、长岛十二县,烟台市,撤销烟台地区。烟台市改由省直接领导。将荣成、文登、牟平、乳山、海阳、莱阳、掖县、招远、栖霞、黄县、蓬莱、长岛十二县划归烟台市管辖，威海市仍为省辖（县级）市。撤销福山县，将福山县的行政区域并入烟台市,县,county_level,山东省：撤销烟台地区。烟台市改由省直接领导。将荣成、文登、牟平、乳山、海阳、莱阳、掖县、招远、栖霞、黄县、蓬莱、长岛十二县划归烟台市管辖，威海市仍为省辖（县级）市。撤销福山县，将福山县的行政区域并入烟台市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-041,1983,山东省 / 1983-01—1983-09,abolish,聊城市,CNUR-000149,聊城县,聊城县,,撤销聊城县，恢复聊城市，为省辖（县级）市,县,county_level,山东省：撤销聊城县，恢复聊城市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-042,1983,山东省 / 1983-01—1983-09,abolish,,,临清县、临清市,临清县,,撤销临清县，恢复临清市，为省辖（县级）市,县、市,county_level,山东省：撤销临清县，恢复临清市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-043,1983,山东省 / 1983-01—1983-09,abolish,临沂市,CNUR-000147,临沂县,临沂县,,撤销临沂县，恢复临沂市，为省辖（县级）市,县,county_level,山东省：撤销临沂县，恢复临沂市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-044,1983,山东省 / 1983-01—1983-09,abolish,菏泽市,CNUR-000151,菏泽县,菏泽县,,撤销菏泽县，恢复菏泽市，为省辖（县级）市,县,county_level,山东省：撤销菏泽县，恢复菏泽市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-045,1983,山东省 / 1983-01—1983-09,split,莱芜市,CNUR-000146,莱芜县,莱芜县,莱芜市,撤销莱芜县，设立莱芜市，为省辖（县级）市,县,county_level,山东省：撤销莱芜县，设立莱芜市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
RMRB-COUNTY-1983-10-28-046,1983,山东省 / 1983-01—1983-09,merge,,,新汶市、新泰县、与新泰县、新泰市,新汶市,新泰县,撤销新汶市、新泰县。新汶市与新泰县合并，设立新泰市，为省辖（县级）市,县、市,county_level,山东省：撤销新汶市、新泰县。新汶市与新泰县合并，设立新泰市，为省辖（县级）市,今年1至3季度全国县级以上行政区划变动情况,https://cn.govopendata.com/renminribao/1983/10/28/4/,,source_text_parsed_review_required,SRC-RMRB-1983-10-28,people_daily_summary,人民日报 1983-10-28 第4版,primary_text
