source_feature_id,source_id,snapshot_year,snapshot_label,panel_year,source_name,source_code,source_prefecture_type,province_name,entity_id,year_end_name,match_method,link_status,code_status,geometry_status,geometry_type,source_year_verified
CTAMAP-2008-PREF-0029,SRC-CTAMAP-1.30,2008,2008年初,2007,滨州市,371600,地级市,山东省,CNUR-000150,滨州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0030,SRC-CTAMAP-1.30,2008,2008年初,2007,亳州市,341600,地级市,安徽省,CNUR-000112,亳州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0031,SRC-CTAMAP-1.30,2008,2008年初,2007,博尔塔拉蒙古自治州,652700,自治州,新疆维吾尔自治区,CNUR-000331,博尔塔拉蒙古自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0032,SRC-CTAMAP-1.30,2008,2008年初,2007,沧州市,130900,地级市,河北省,CNUR-000011,沧州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0033,SRC-CTAMAP-1.30,2008,2008年初,2007,昌都地区,542100,地区,西藏自治区,CNUR-000284,昌都地区,year_end_name,linked,historical_or_different,valid,Polygon,true
CTAMAP-2008-PREF-0034,SRC-CTAMAP-1.30,2008,2008年初,2007,昌吉回族自治州,652300,自治州,新疆维吾尔自治区,CNUR-000330,昌吉回族自治州,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0036,SRC-CTAMAP-1.30,2008,2008年初,2007,常德市,430700,地级市,湖南省,CNUR-000188,常德市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0037,SRC-CTAMAP-1.30,2008,2008年初,2007,常州市,320400,地级市,江苏省,CNUR-000077,常州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0038,SRC-CTAMAP-1.30,2008,2008年初,2007,朝阳市,211300,地级市,辽宁省,CNUR-000049,朝阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0039,SRC-CTAMAP-1.30,2008,2008年初,2007,潮州市,445100,地级市,广东省,CNUR-000214,潮州市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0040,SRC-CTAMAP-1.30,2008,2008年初,2007,郴州市,431000,地级市,湖南省,CNUR-000191,郴州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0041,SRC-CTAMAP-1.30,2008,2008年初,2007,成都市,510100,地级市,四川省,CNUR-000236,成都市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0042,SRC-CTAMAP-1.30,2008,2008年初,2007,承德市,130800,地级市,河北省,CNUR-000010,承德市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0044,SRC-CTAMAP-1.30,2008,2008年初,2007,池州市,341700,地级市,安徽省,CNUR-000113,池州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0045,SRC-CTAMAP-1.30,2008,2008年初,2007,赤峰市,150400,地级市,内蒙古自治区,CNUR-000028,赤峰市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0046,SRC-CTAMAP-1.30,2008,2008年初,2007,崇左市,451400,地级市,广西壮族自治区,CNUR-000230,崇左市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0047,SRC-CTAMAP-1.30,2008,2008年初,2007,滁州市,341100,地级市,安徽省,CNUR-000107,滁州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0048,SRC-CTAMAP-1.30,2008,2008年初,2007,楚雄彝族自治州,532300,自治州,云南省,CNUR-000274,楚雄彝族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0049,SRC-CTAMAP-1.30,2008,2008年初,2007,达州市,511700,地级市,四川省,CNUR-000250,达州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0050,SRC-CTAMAP-1.30,2008,2008年初,2007,大理白族自治州,532900,自治州,云南省,CNUR-000278,大理白族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0051,SRC-CTAMAP-1.30,2008,2008年初,2007,大连市,210200,地级市,辽宁省,CNUR-000038,大连市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0052,SRC-CTAMAP-1.30,2008,2008年初,2007,大庆市,230600,地级市,黑龙江省,CNUR-000065,大庆市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0053,SRC-CTAMAP-1.30,2008,2008年初,2007,大同市,140200,地级市,山西省,CNUR-000015,大同市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0054,SRC-CTAMAP-1.30,2008,2008年初,2007,大兴安岭地区,232700,地区,黑龙江省,CNUR-000072,大兴安岭地区,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0055,SRC-CTAMAP-1.30,2008,2008年初,2007,丹东市,210600,地级市,辽宁省,CNUR-000042,丹东市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0057,SRC-CTAMAP-1.30,2008,2008年初,2007,德宏傣族景颇族自治州,533100,自治州,云南省,CNUR-000279,德宏傣族景颇族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0058,SRC-CTAMAP-1.30,2008,2008年初,2007,德阳市,510600,地级市,四川省,CNUR-000240,德阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0059,SRC-CTAMAP-1.30,2008,2008年初,2007,德州市,371400,地级市,山东省,CNUR-000148,德州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0060,SRC-CTAMAP-1.30,2008,2008年初,2007,迪庆藏族自治州,533400,自治州,云南省,CNUR-000281,迪庆藏族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0062,SRC-CTAMAP-1.30,2008,2008年初,2007,定西市,621100,地级市,甘肃省,CNUR-000309,定西市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0064,SRC-CTAMAP-1.30,2008,2008年初,2007,东莞市,441900,地级市,广东省,CNUR-000212,东莞市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0065,SRC-CTAMAP-1.30,2008,2008年初,2007,东营市,370500,地级市,山东省,CNUR-000139,东营市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0066,SRC-CTAMAP-1.30,2008,2008年初,2007,鄂尔多斯市,150600,地级市,内蒙古自治区,CNUR-000030,鄂尔多斯市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0067,SRC-CTAMAP-1.30,2008,2008年初,2007,鄂州市,420700,地级市,湖北省,CNUR-000174,鄂州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0068,SRC-CTAMAP-1.30,2008,2008年初,2007,恩施土家族苗族自治州,422800,自治州,湖北省,CNUR-000181,恩施土家族苗族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0069,SRC-CTAMAP-1.30,2008,2008年初,2007,防城港市,450600,地级市,广西壮族自治区,CNUR-000222,防城港市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0070,SRC-CTAMAP-1.30,2008,2008年初,2007,佛山市,440600,地级市,广东省,CNUR-000201,佛山市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0071,SRC-CTAMAP-1.30,2008,2008年初,2007,福州市,350100,地级市,福建省,CNUR-000115,福州市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0072,SRC-CTAMAP-1.30,2008,2008年初,2007,抚顺市,210400,地级市,辽宁省,CNUR-000040,抚顺市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0073,SRC-CTAMAP-1.30,2008,2008年初,2007,抚州市,361000,地级市,江西省,CNUR-000133,抚州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0074,SRC-CTAMAP-1.30,2008,2008年初,2007,阜新市,210900,地级市,辽宁省,CNUR-000045,阜新市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0075,SRC-CTAMAP-1.30,2008,2008年初,2007,阜阳市,341200,地级市,安徽省,CNUR-000108,阜阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0076,SRC-CTAMAP-1.30,2008,2008年初,2007,甘南藏族自治州,623000,自治州,甘肃省,CNUR-000312,甘南藏族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0077,SRC-CTAMAP-1.30,2008,2008年初,2007,甘孜藏族自治州,513300,自治州,四川省,CNUR-000255,甘孜藏族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0078,SRC-CTAMAP-1.30,2008,2008年初,2007,赣州市,360700,地级市,江西省,CNUR-000130,赣州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0079,SRC-CTAMAP-1.30,2008,2008年初,2007,固原市,640400,地级市,宁夏回族自治区,CNUR-000324,固原市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0080,SRC-CTAMAP-1.30,2008,2008年初,2007,广安市,511600,地级市,四川省,CNUR-000249,广安市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0081,SRC-CTAMAP-1.30,2008,2008年初,2007,广元市,510800,地级市,四川省,CNUR-000242,广元市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0082,SRC-CTAMAP-1.30,2008,2008年初,2007,广州市,440100,地级市,广东省,CNUR-000196,广州市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0083,SRC-CTAMAP-1.30,2008,2008年初,2007,贵港市,450800,地级市,广西壮族自治区,CNUR-000224,贵港市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0084,SRC-CTAMAP-1.30,2008,2008年初,2007,贵阳市,520100,地级市,贵州省,CNUR-000257,贵阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0085,SRC-CTAMAP-1.30,2008,2008年初,2007,桂林市,450300,地级市,广西壮族自治区,CNUR-000219,桂林市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0086,SRC-CTAMAP-1.30,2008,2008年初,2007,果洛藏族自治州,632600,自治州,青海省,CNUR-000318,果洛藏族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0087,SRC-CTAMAP-1.30,2008,2008年初,2007,哈尔滨市,230100,地级市,黑龙江省,CNUR-000060,哈尔滨市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0088,SRC-CTAMAP-1.30,2008,2008年初,2007,哈密地区,652200,地区,新疆维吾尔自治区,CNUR-000329,哈密地区,year_end_name,linked,historical_or_different,valid,Polygon,true
CTAMAP-2008-PREF-0089,SRC-CTAMAP-1.30,2008,2008年初,2007,海北藏族自治州,632200,自治州,青海省,CNUR-000315,海北藏族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0090,SRC-CTAMAP-1.30,2008,2008年初,2007,海东地区,632100,地区,青海省,CNUR-000314,海东地区,year_end_name,linked,historical_or_different,valid,Polygon,true
CTAMAP-2008-PREF-0091,SRC-CTAMAP-1.30,2008,2008年初,2007,海口市,460100,地级市,海南省,CNUR-000231,海口市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0092,SRC-CTAMAP-1.30,2008,2008年初,2007,海南藏族自治州,632500,自治州,青海省,CNUR-000317,海南藏族自治州,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0093,SRC-CTAMAP-1.30,2008,2008年初,2007,海西蒙古族藏族自治州,632800,自治州,青海省,CNUR-000320,海西蒙古族藏族自治州,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0094,SRC-CTAMAP-1.30,2008,2008年初,2007,邯郸市,130400,地级市,河北省,CNUR-000006,邯郸市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0095,SRC-CTAMAP-1.30,2008,2008年初,2007,汉中市,610700,地级市,陕西省,CNUR-000295,汉中市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0096,SRC-CTAMAP-1.30,2008,2008年初,2007,杭州市,330100,地级市,浙江省,CNUR-000087,杭州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0097,SRC-CTAMAP-1.30,2008,2008年初,2007,合肥市,340100,地级市,安徽省,CNUR-000098,合肥市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0098,SRC-CTAMAP-1.30,2008,2008年初,2007,和田地区,653200,地区,新疆维吾尔自治区,CNUR-000336,和田地区,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0099,SRC-CTAMAP-1.30,2008,2008年初,2007,河池市,451200,地级市,广西壮族自治区,CNUR-000228,河池市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0100,SRC-CTAMAP-1.30,2008,2008年初,2007,河源市,441600,地级市,广东省,CNUR-000209,河源市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0101,SRC-CTAMAP-1.30,2008,2008年初,2007,菏泽市,371700,地级市,山东省,CNUR-000151,菏泽市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0102,SRC-CTAMAP-1.30,2008,2008年初,2007,贺州市,451100,地级市,广西壮族自治区,CNUR-000227,贺州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0103,SRC-CTAMAP-1.30,2008,2008年初,2007,鹤壁市,410600,地级市,河南省,CNUR-000157,鹤壁市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0104,SRC-CTAMAP-1.30,2008,2008年初,2007,鹤岗市,230400,地级市,黑龙江省,CNUR-000063,鹤岗市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0105,SRC-CTAMAP-1.30,2008,2008年初,2007,黑河市,231100,地级市,黑龙江省,CNUR-000070,黑河市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0106,SRC-CTAMAP-1.30,2008,2008年初,2007,衡水市,131100,地级市,河北省,CNUR-000013,衡水市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0107,SRC-CTAMAP-1.30,2008,2008年初,2007,衡阳市,430400,地级市,湖南省,CNUR-000185,衡阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0108,SRC-CTAMAP-1.30,2008,2008年初,2007,红河哈尼族彝族自治州,532500,自治州,云南省,CNUR-000275,红河哈尼族彝族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0109,SRC-CTAMAP-1.30,2008,2008年初,2007,呼和浩特市,150100,地级市,内蒙古自治区,CNUR-000025,呼和浩特市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0110,SRC-CTAMAP-1.30,2008,2008年初,2007,呼伦贝尔市,150700,地级市,内蒙古自治区,CNUR-000031,呼伦贝尔市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0111,SRC-CTAMAP-1.30,2008,2008年初,2007,葫芦岛市,211400,地级市,辽宁省,CNUR-000050,葫芦岛市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0112,SRC-CTAMAP-1.30,2008,2008年初,2007,湖州市,330500,地级市,浙江省,CNUR-000091,湖州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0113,SRC-CTAMAP-1.30,2008,2008年初,2007,怀化市,431200,地级市,湖南省,CNUR-000193,怀化市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0114,SRC-CTAMAP-1.30,2008,2008年初,2007,淮安市,320800,地级市,江苏省,CNUR-000081,淮安市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0115,SRC-CTAMAP-1.30,2008,2008年初,2007,淮北市,340600,地级市,安徽省,CNUR-000103,淮北市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0116,SRC-CTAMAP-1.30,2008,2008年初,2007,淮南市,340400,地级市,安徽省,CNUR-000101,淮南市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0117,SRC-CTAMAP-1.30,2008,2008年初,2007,黄冈市,421100,地级市,湖北省,CNUR-000178,黄冈市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0118,SRC-CTAMAP-1.30,2008,2008年初,2007,黄南藏族自治州,632300,自治州,青海省,CNUR-000316,黄南藏族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0119,SRC-CTAMAP-1.30,2008,2008年初,2007,黄山市,341000,地级市,安徽省,CNUR-000106,黄山市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0120,SRC-CTAMAP-1.30,2008,2008年初,2007,黄石市,420200,地级市,湖北省,CNUR-000170,黄石市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0121,SRC-CTAMAP-1.30,2008,2008年初,2007,惠州市,441300,地级市,广东省,CNUR-000206,惠州市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0122,SRC-CTAMAP-1.30,2008,2008年初,2007,鸡西市,230300,地级市,黑龙江省,CNUR-000062,鸡西市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0123,SRC-CTAMAP-1.30,2008,2008年初,2007,吉安市,360800,地级市,江西省,CNUR-000131,吉安市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0124,SRC-CTAMAP-1.30,2008,2008年初,2007,吉林市,220200,地级市,吉林省,CNUR-000052,吉林市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0125,SRC-CTAMAP-1.30,2008,2008年初,2007,济南市,370100,地级市,山东省,CNUR-000135,济南市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0127,SRC-CTAMAP-1.30,2008,2008年初,2007,佳木斯市,230800,地级市,黑龙江省,CNUR-000067,佳木斯市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0128,SRC-CTAMAP-1.30,2008,2008年初,2007,嘉兴市,330400,地级市,浙江省,CNUR-000090,嘉兴市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0129,SRC-CTAMAP-1.30,2008,2008年初,2007,嘉峪关市,620200,地级市,甘肃省,CNUR-000300,嘉峪关市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0130,SRC-CTAMAP-1.30,2008,2008年初,2007,江门市,440700,地级市,广东省,CNUR-000202,江门市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0131,SRC-CTAMAP-1.30,2008,2008年初,2007,焦作市,410800,地级市,河南省,CNUR-000159,焦作市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0132,SRC-CTAMAP-1.30,2008,2008年初,2007,揭阳市,445200,地级市,广东省,CNUR-000215,揭阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0133,SRC-CTAMAP-1.30,2008,2008年初,2007,金昌市,620300,地级市,甘肃省,CNUR-000301,金昌市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0134,SRC-CTAMAP-1.30,2008,2008年初,2007,金华市,330700,地级市,浙江省,CNUR-000093,金华市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0135,SRC-CTAMAP-1.30,2008,2008年初,2007,锦州市,210700,地级市,辽宁省,CNUR-000043,锦州市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0136,SRC-CTAMAP-1.30,2008,2008年初,2007,晋城市,140500,地级市,山西省,CNUR-000018,晋城市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0137,SRC-CTAMAP-1.30,2008,2008年初,2007,晋中市,140700,地级市,山西省,CNUR-000020,晋中市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0138,SRC-CTAMAP-1.30,2008,2008年初,2007,荆门市,420800,地级市,湖北省,CNUR-000175,荆门市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0139,SRC-CTAMAP-1.30,2008,2008年初,2007,荆州市,421000,地级市,湖北省,CNUR-000177,荆州市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0140,SRC-CTAMAP-1.30,2008,2008年初,2007,景德镇市,360200,地级市,江西省,CNUR-000125,景德镇市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0141,SRC-CTAMAP-1.30,2008,2008年初,2007,九江市,360400,地级市,江西省,CNUR-000127,九江市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0142,SRC-CTAMAP-1.30,2008,2008年初,2007,酒泉市,620900,地级市,甘肃省,CNUR-000307,酒泉市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0143,SRC-CTAMAP-1.30,2008,2008年初,2007,喀什地区,653100,地区,新疆维吾尔自治区,CNUR-000335,喀什地区,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0144,SRC-CTAMAP-1.30,2008,2008年初,2007,开封市,410200,地级市,河南省,CNUR-000153,开封市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0145,SRC-CTAMAP-1.30,2008,2008年初,2007,克拉玛依市,650200,地级市,新疆维吾尔自治区,CNUR-000327,克拉玛依市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0146,SRC-CTAMAP-1.30,2008,2008年初,2007,克孜勒苏柯尔克孜自治州,653000,自治州,新疆维吾尔自治区,CNUR-000334,克孜勒苏柯尔克孜自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0147,SRC-CTAMAP-1.30,2008,2008年初,2007,昆明市,530100,地级市,云南省,CNUR-000266,昆明市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0148,SRC-CTAMAP-1.30,2008,2008年初,2007,拉萨市,540100,地级市,西藏自治区,CNUR-000282,拉萨市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0149,SRC-CTAMAP-1.30,2008,2008年初,2007,来宾市,451300,地级市,广西壮族自治区,CNUR-000229,来宾市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0150,SRC-CTAMAP-1.30,2008,2008年初,2007,兰州市,620100,地级市,甘肃省,CNUR-000299,兰州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0151,SRC-CTAMAP-1.30,2008,2008年初,2007,廊坊市,131000,地级市,河北省,CNUR-000012,廊坊市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0153,SRC-CTAMAP-1.30,2008,2008年初,2007,乐山市,511100,地级市,四川省,CNUR-000245,乐山市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0154,SRC-CTAMAP-1.30,2008,2008年初,2007,丽江市,530700,地级市,云南省,CNUR-000271,丽江市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0155,SRC-CTAMAP-1.30,2008,2008年初,2007,丽水市,331100,地级市,浙江省,CNUR-000097,丽水市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0156,SRC-CTAMAP-1.30,2008,2008年初,2007,连云港市,320700,地级市,江苏省,CNUR-000080,连云港市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0157,SRC-CTAMAP-1.30,2008,2008年初,2007,凉山彝族自治州,513400,自治州,四川省,CNUR-000256,凉山彝族自治州,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
CTAMAP-2008-PREF-0158,SRC-CTAMAP-1.30,2008,2008年初,2007,辽阳市,211000,地级市,辽宁省,CNUR-000046,辽阳市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0159,SRC-CTAMAP-1.30,2008,2008年初,2007,辽源市,220400,地级市,吉林省,CNUR-000054,辽源市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0160,SRC-CTAMAP-1.30,2008,2008年初,2007,聊城市,371500,地级市,山东省,CNUR-000149,聊城市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0161,SRC-CTAMAP-1.30,2008,2008年初,2007,林芝地区,542600,地区,西藏自治区,CNUR-000285,林芝地区,year_end_name,linked,historical_or_different,valid,Polygon,true
CTAMAP-2008-PREF-0162,SRC-CTAMAP-1.30,2008,2008年初,2007,临沧市,530900,地级市,云南省,CNUR-000273,临沧市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0163,SRC-CTAMAP-1.30,2008,2008年初,2007,临汾市,141000,地级市,山西省,CNUR-000023,临汾市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0165,SRC-CTAMAP-1.30,2008,2008年初,2007,临夏回族自治州,622900,自治州,甘肃省,CNUR-000311,临夏回族自治州,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0166,SRC-CTAMAP-1.30,2008,2008年初,2007,临沂市,371300,地级市,山东省,CNUR-000147,临沂市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0168,SRC-CTAMAP-1.30,2008,2008年初,2007,柳州市,450200,地级市,广西壮族自治区,CNUR-000218,柳州市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0169,SRC-CTAMAP-1.30,2008,2008年初,2007,六安市,341500,地级市,安徽省,CNUR-000111,六安市,year_end_name,linked,matches_current_legacy,valid,Polygon,true
CTAMAP-2008-PREF-0170,SRC-CTAMAP-1.30,2008,2008年初,2007,六盘水市,520200,地级市,贵州省,CNUR-000258,六盘水市,year_end_name,linked,matches_current_legacy,valid,MultiPolygon,true
